Source,Target,Source Name,Target Name,Common Users,Source Population,Target Population,Total Population,Exposure,Phi-Correlation,T-Test,P-values,Over-expression
tel,tam,Telugu,Tamil,1,102,1432,17694811,0.000698324,0.00259506,0.098133411,0.460920045,1
tha,bod,Thai,Tibetan,1,154171,40,17694811,0.025,0.000263497,0.103460575,0.458798786,1
gle,cym,Irish,Welsh,1,359,910,17694811,0.001098901,0.001717333,0.051748543,0.479370207,1
swe,urd,Swedish,Urdu,1,36604,488,17694811,0.00204918,-2.25E-06,-0.000430075,0.499828426,0.990598257
urd,swe,Urdu,Swedish,1,488,36604,17694811,2.73E-05,-2.25E-06,-0.000430075,0.499828426,0.990598257
fin,hun,Finnish,Hungarian,1,3856,4804,17694811,0.00020816,-1.09E-05,-0.00075487,0.499698866,0.955225493
hun,fin,Hungarian,Finnish,1,4804,3856,17694811,0.000259336,-1.09E-05,-0.00075487,0.499698866,0.955225493
slk,sqi,Slovak,Albanian,1,3657,5155,17694811,0.000193986,-1.51E-05,-0.001081329,0.499568633,0.938625391
sqi,slk,Albanian,Slovak,1,5155,3657,17694811,0.000273448,-1.51E-05,-0.001081329,0.499568633,0.938625391
cat,isl,Catalan,Icelandic,1,32376,588,17694811,0.00170068,-1.74E-05,-0.003131115,0.498750877,0.929491475
isl,cat,Icelandic,Catalan,1,588,32376,17694811,3.09E-05,-1.74E-05,-0.003131115,0.498750877,0.929491475
mlt,nor,Maltese,Norwegian,1,1156,16500,17694811,6.06E-05,-1.79E-05,-0.002293451,0.49908506,0.927692723
nor,mlt,Norwegian,Maltese,1,16500,1156,17694811,0.000865052,-1.79E-05,-0.002293451,0.49908506,0.927692723
guj,kor,Gujarati,Korean,1,66,289982,17694811,3.45E-06,-1.88E-05,-0.01012831,0.495959462,0.924551169
kor,guj,Korean,Gujarati,1,289982,66,17694811,0.015151515,-1.88E-05,-0.01012831,0.495959462,0.924551169
ita,mal,Italian,Malayalam,1,89242,216,17694811,0.00462963,-2.04E-05,-0.006096512,0.497567866,0.917958151
mal,ita,Malayalam,Italian,1,216,89242,17694811,1.12E-05,-2.04E-05,-0.006096512,0.497567866,0.917958151
est,glg,Estonian,Galician,1,2078,9302,17694811,0.000107504,-2.10E-05,-0.002027096,0.499191328,0.9154277
glg,est,Galician,Estonian,1,9302,2078,17694811,0.000481232,-2.10E-05,-0.002027096,0.499191328,0.9154277
ita,pan,Italian,Panjabi,1,89242,218,17694811,0.004587156,-2.26E-05,-0.006753372,0.497305823,0.909536516
pan,ita,Panjabi,Italian,1,218,89242,17694811,1.12E-05,-2.26E-05,-0.006753372,0.497305823,0.909536516
glg,slv,Galician,Slovenian,1,9302,2230,17694811,0.00044843,-3.78E-05,-0.003649253,0.498544201,0.853030835
slv,glg,Slovenian,Galician,1,2230,9302,17694811,0.000107504,-3.78E-05,-0.003649253,0.498544201,0.853030835
isl,swe,Icelandic,Swedish,1,588,36604,17694811,2.73E-05,-4.67E-05,-0.008931431,0.496436946,0.822129166
swe,isl,Swedish,Icelandic,1,36604,588,17694811,0.00170068,-4.67E-05,-0.008931431,0.496436946,0.822129166
lao,rus,Lao,Russian,1,91,243159,17694811,4.11E-06,-5.36E-05,-0.026442446,0.48945223,0.79967623
rus,lao,Russian,Lao,1,243159,91,17694811,0.010989011,-5.36E-05,-0.026442446,0.48945223,0.79967623
slk,vie,Slovak,Vietnamese,1,3657,6150,17694811,0.000162602,-5.72E-05,-0.004482258,0.498211916,0.786766486
vie,slk,Vietnamese,Slovak,1,6150,3657,17694811,0.000273448,-5.72E-05,-0.004482258,0.498211916,0.786766486
cat,lit,Catalan,Lithuanian,1,32376,696,17694811,0.001436782,-5.77E-05,-0.010374987,0.495861085,0.785260039
lit,cat,Lithuanian,Catalan,1,696,32376,17694811,3.09E-05,-5.77E-05,-0.010374987,0.495861085,0.785260039
chr,por,Cherokee,Portuguese,1,14,1617409,17694811,6.18E-07,-6.17E-05,-0.078417859,0.468747839,0.781444317
por,chr,Portuguese,Cherokee,1,1617409,14,17694811,0.071428571,-6.17E-05,-0.078417859,0.468747839,0.781444317
nor,tam,Norwegian,Tamil,1,16500,1432,17694811,0.000698324,-6.90E-05,-0.008864711,0.496463592,0.748891612
tam,nor,Tamil,Norwegian,1,1432,16500,17694811,6.06E-05,-6.90E-05,-0.008864711,0.496463592,0.748891612
ara,guj,Arabic,Gujarati,1,366643,66,17694811,0.015151515,-7.55E-05,-0.04571766,0.481767656,0.731237735
guj,ara,Gujarati,Arabic,1,66,366643,17694811,2.73E-06,-7.55E-05,-0.04571766,0.481767656,0.731237735
rus,tel,Russian,Telugu,1,243159,102,17694811,0.009803922,-8.12E-05,-0.040046939,0.484027868,0.713436637
tel,rus,Telugu,Russian,1,102,243159,17694811,4.11E-06,-8.12E-05,-0.040046939,0.484027868,0.713436637
fas,glg,Persian,Galician,1,2719,9302,17694811,0.000107504,-8.54E-05,-0.008235902,0.496714476,0.699617051
glg,fas,Galician,Persian,1,9302,2719,17694811,0.000367782,-8.54E-05,-0.008235902,0.496714476,0.699617051
lit,swe,Lithuanian,Swedish,1,696,36604,17694811,2.73E-05,-8.72E-05,-0.016686421,0.493343436,0.694557399
swe,lit,Swedish,Lithuanian,1,36604,696,17694811,0.001436782,-8.72E-05,-0.016686421,0.493343436,0.694557399
fil,tel,Filipino (macrolanguage),Telugu,1,257611,102,17694811,0.009803922,-9.53E-05,-0.048372876,0.480709557,0.673412778
tel,fil,Telugu,Filipino (macrolanguage),1,102,257611,17694811,3.88E-06,-9.53E-05,-0.048372876,0.480709557,0.673412778
eus,lav,Basque,Latvian,1,1950,13573,17694811,7.37E-05,-9.64E-05,-0.011231057,0.495519633,0.668552424
lav,eus,Latvian,Basque,1,13573,1950,17694811,0.000512821,-9.64E-05,-0.011231057,0.495519633,0.668552424
dan,slv,Danish,Slovenian,1,12029,2230,17694811,0.00044843,-9.97E-05,-0.010929609,0.495639894,0.659646922
slv,dan,Slovenian,Danish,1,2230,12029,17694811,8.31E-05,-9.97E-05,-0.010929609,0.495639894,0.659646922
est,lav,Estonian,Latvian,1,2078,13573,17694811,7.37E-05,-0.000111888,-0.013034348,0.49480029,0.627371139
lav,est,Latvian,Estonian,1,13573,2078,17694811,0.000481232,-0.000111888,-0.013034348,0.49480029,0.627371139
chr,spa,Cherokee,Spanish,1,14,2043468,17694811,4.89E-07,-0.00012261,-0.175271304,0.430433238,0.618514736
spa,chr,Spanish,Cherokee,1,2043468,14,17694811,0.071428571,-0.00012261,-0.175271304,0.430433238,0.618514736
ces,hin,Czech,Hindi,1,24573,1171,17694811,0.000853971,-0.000116818,-0.01831136,0.492695307,0.614937322
hin,ces,Hindi,Czech,1,1171,24573,17694811,4.07E-05,-0.000116818,-0.01831136,0.492695307,0.614937322
afr,hin,Afrikaans,Hindi,1,24782,1171,17694811,0.000853971,-0.000118894,-0.018715938,0.492533932,0.609751224
hin,afr,Hindi,Afrikaans,1,1171,24782,17694811,4.04E-05,-0.000118894,-0.018715938,0.492533932,0.609751224
cat,cym,Catalan,Welsh,1,32376,910,17694811,0.001098901,-0.000122634,-0.022065178,0.49119805,0.600594491
cym,cat,Welsh,Catalan,1,910,32376,17694811,3.09E-05,-0.000122634,-0.022065178,0.49119805,0.600594491
deu,kat,German,Georgian,1,73897,416,17694811,0.002403846,-0.000133259,-0.036224643,0.485551667,0.575606633
kat,deu,Georgian,German,1,416,73897,17694811,1.35E-05,-0.000133259,-0.036224643,0.485551667,0.575606633
aze,ces,Azerbaijani,Czech,1,1261,24573,17694811,4.07E-05,-0.000135041,-0.021167911,0.491555942,0.571048061
ces,aze,Czech,Azerbaijani,1,24573,1261,17694811,0.000793021,-0.000135041,-0.021167911,0.491555942,0.571048061
ron,vie,Romanian,Vietnamese,1,5040,6150,17694811,0.000162602,-0.000135061,-0.010590001,0.495775452,0.570874016
vie,ron,Vietnamese,Romanian,1,6150,5040,17694811,0.000198413,-0.000135061,-0.010590001,0.495775452,0.570874016
glg,heb,Galician,Hebrew,1,9302,3384,17694811,0.000295508,-0.000138885,-0.013393578,0.494657039,0.562133204
heb,glg,Hebrew,Galician,1,3384,9302,17694811,0.000107504,-0.000138885,-0.013393578,0.494657039,0.562133204
fin,pol,Finnish,Polish,1,3856,8207,17694811,0.000121847,-0.000140203,-0.01269983,0.494933791,0.559145031
pol,fin,Polish,Finnish,1,8207,3856,17694811,0.000259336,-0.000140203,-0.01269983,0.494933791,0.559145031
eng,ori,English,Oriya (macrolanguage),1,10859465,3,17694811,0.333333333,-0.000237104,-0.781346532,0.217299363,0.543145572
ori,eng,Oriya (macrolanguage),English,1,3,10859465,17694811,9.21E-08,-0.000237104,-0.781346532,0.217299363,0.543145572
cym,swe,Welsh,Swedish,1,910,36604,17694811,2.73E-05,-0.000153062,-0.02928327,0.488319415,0.531221923
swe,cym,Swedish,Welsh,1,36604,910,17694811,0.001098901,-0.000153062,-0.02928327,0.488319415,0.531221923
est,nor,Estonian,Norwegian,1,2078,16500,17694811,6.06E-05,-0.000160222,-0.020579592,0.491790635,0.516079301
nor,est,Norwegian,Estonian,1,16500,2078,17694811,0.000481232,-0.000160222,-0.020579592,0.491790635,0.516079301
swa,vie,Swahili (macrolanguage),Vietnamese,1,5636,6150,17694811,0.000162602,-0.000162918,-0.012774301,0.494904137,0.510504798
vie,swa,Vietnamese,Swahili (macrolanguage),1,6150,5636,17694811,0.000177431,-0.000162918,-0.012774301,0.494904137,0.510504798
hat,lav,Haitian,Latvian,1,2600,13573,17694811,7.37E-05,-0.000167462,-0.019508458,0.492217888,0.501414318
lav,hat,Latvian,Haitian,1,13573,2600,17694811,0.000384615,-0.000167462,-0.019508458,0.492217888,0.501414318
chr,jpn,Cherokee,Japanese,1,14,2602426,17694811,3.84E-07,-0.000189974,-0.306467235,0.379624474,0.485668016
jpn,chr,Japanese,Cherokee,1,2602426,14,17694811,0.071428571,-0.000189974,-0.306467235,0.379624474,0.485668016
ara,kan,Arabic,Kannada,1,366643,101,17694811,0.00990099,-0.000181463,-0.109877733,0.456253201,0.47783852
kan,ara,Kannada,Arabic,1,101,366643,17694811,2.73E-06,-0.000181463,-0.109877733,0.456253201,0.47783852
ara,tel,Arabic,Telugu,1,366643,102,17694811,0.009803922,-0.000183996,-0.111411006,0.455645247,0.473153829
tel,ara,Telugu,Arabic,1,102,366643,17694811,2.73E-06,-0.000183996,-0.111411006,0.455645247,0.473153829
fra,hye,French,Armenian,1,147843,253,17694811,0.003952569,-0.000182891,-0.070321935,0.47196876,0.473069164
hye,fra,Armenian,French,1,253,147843,17694811,6.76E-06,-0.000182891,-0.070321935,0.47196876,0.473069164
aze,ell,Azerbaijani,Modern Greek (1453-),1,1261,30609,17694811,3.27E-05,-0.000190316,-0.033295479,0.486719588,0.458439152
ell,aze,Modern Greek (1453-),Azerbaijani,1,30609,1261,17694811,0.000793021,-0.000190316,-0.033295479,0.486719588,0.458439152
hye,tha,Armenian,Thai,1,253,154171,17694811,6.49E-06,-0.000193682,-0.076047863,0.469690559,0.453651883
tha,hye,Thai,Armenian,1,154171,253,17694811,0.003952569,-0.000193682,-0.076047863,0.469690559,0.453651883
hbs,hun,Serbo-Croatian,Hungarian,1,8152,4804,17694811,0.00020816,-0.000193936,-0.017508047,0.493015871,0.451833845
hun,hbs,Hungarian,Serbo-Croatian,1,4804,8152,17694811,0.000122669,-0.000193936,-0.017508047,0.493015871,0.451833845
bul,ces,Bulgarian,Czech,1,1633,24573,17694811,4.07E-05,-0.000200281,-0.031394278,0.48747768,0.440962403
ces,bul,Czech,Bulgarian,1,24573,1633,17694811,0.00061237,-0.000200281,-0.031394278,0.48747768,0.440962403
por,yid,Portuguese,Yiddish,1,1617409,25,17694811,0.04,-0.000212025,-0.269648191,0.393715478,0.437608818
yid,por,Yiddish,Portuguese,1,25,1617409,17694811,6.18E-07,-0.000212025,-0.269648191,0.393715478,0.437608818
pol,ron,Polish,Romanian,1,8207,5040,17694811,0.000198413,-0.000208056,-0.018845977,0.492482217,0.427790325
ron,pol,Romanian,Polish,1,5040,8207,17694811,0.000121847,-0.000208056,-0.018845977,0.492482217,0.427790325
amh,jpn,Amharic,Japanese,1,16,2602426,17694811,3.84E-07,-0.000227063,-0.366298333,0.357071252,0.424959514
jpn,amh,Japanese,Amharic,1,2602426,16,17694811,0.0625,-0.000227063,-0.366298333,0.357071252,0.424959514
hin,swe,Hindi,Swedish,1,1171,36604,17694811,2.73E-05,-0.000217486,-0.04160875,0.483405412,0.412819769
swe,hin,Swedish,Hindi,1,36604,1171,17694811,0.000853971,-0.000217486,-0.04160875,0.483405412,0.412819769
hat,nor,Haitian,Norwegian,1,2600,16500,17694811,6.06E-05,-0.000217595,-0.027948952,0.488851602,0.412466457
nor,hat,Norwegian,Haitian,1,16500,2600,17694811,0.000384615,-0.000217595,-0.027948952,0.488851602,0.412466457
ita,urd,Italian,Urdu,1,89242,488,17694811,0.00204918,-0.000221979,-0.066312065,0.473564763,0.406309345
urd,ita,Urdu,Italian,1,488,89242,17694811,1.12E-05,-0.000221979,-0.066312065,0.473564763,0.406309345
pol,swa,Polish,Swahili (macrolanguage),1,8207,5636,17694811,0.000177431,-0.000237412,-0.021505095,0.491421631,0.38255203
swa,pol,Swahili (macrolanguage),Polish,1,5636,8207,17694811,0.000121847,-0.000237412,-0.021505095,0.491421631,0.38255203
eus,zho,Basque,Chinese,1,1950,24113,17694811,4.15E-05,-0.000241867,-0.037556474,0.485020811,0.376322401
zho,eus,Chinese,Basque,1,24113,1950,17694811,0.000512821,-0.000241867,-0.037556474,0.485020811,0.376322401
est,zho,Estonian,Chinese,1,2078,24113,17694811,4.15E-05,-0.00025896,-0.040210622,0.483962771,0.35314181
zho,est,Chinese,Estonian,1,24113,2078,17694811,0.000481232,-0.00025896,-0.040210622,0.483962771,0.35314181
fin,lav,Finnish,Latvian,1,3856,13573,17694811,7.37E-05,-0.000270753,-0.031541255,0.487419178,0.338090567
lav,fin,Latvian,Finnish,1,13573,3856,17694811,0.000259336,-0.000270753,-0.031541255,0.487419178,0.338090567
glg,vie,Galician,Vietnamese,1,9302,6150,17694811,0.000162602,-0.00029536,-0.028483535,0.488638555,0.309310368
vie,glg,Vietnamese,Galician,1,6150,9302,17694811,0.000107504,-0.00029536,-0.028483535,0.488638555,0.309310368
hye,tur,Armenian,Turkish,1,253,233158,17694811,4.29E-06,-0.000305873,-0.1476944,0.44129204,0.299968109
tur,hye,Turkish,Armenian,1,233158,253,17694811,0.003952569,-0.000305873,-0.1476944,0.44129204,0.299968109
bul,swe,Bulgarian,Swedish,1,1633,36604,17694811,2.73E-05,-0.00030792,-0.058910082,0.476512025,0.296026913
swe,bul,Swedish,Bulgarian,1,36604,1633,17694811,0.00061237,-0.00030792,-0.058910082,0.476512025,0.296026913
khm,msa,Central Khmer,Malay (macrolanguage),1,37,1651705,17694811,6.05E-07,-0.000329639,-0.423647567,0.335911457,0.289542101
msa,khm,Malay (macrolanguage),Central Khmer,1,1651705,37,17694811,0.027027027,-0.000329639,-0.423647567,0.335911457,0.289542101
ell,est,Modern Greek (1453-),Estonian,1,30609,2078,17694811,0.000481232,-0.000325628,-0.05696819,0.477285453,0.278196232
est,ell,Estonian,Modern Greek (1453-),1,2078,30609,17694811,3.27E-05,-0.000325628,-0.05696819,0.477285453,0.278196232
kat,tha,Georgian,Thai,1,416,154171,17694811,6.49E-06,-0.00032916,-0.12924246,0.448582984,0.275898861
tha,kat,Thai,Georgian,1,154171,416,17694811,0.002403846,-0.00032916,-0.12924246,0.448582984,0.275898861
fil,hye,Filipino (macrolanguage),Armenian,1,257611,253,17694811,0.003952569,-0.000334824,-0.169940783,0.43252842,0.27149448
hye,fil,Armenian,Filipino (macrolanguage),1,253,257611,17694811,3.88E-06,-0.000334824,-0.169940783,0.43252842,0.27149448
cym,deu,Welsh,German,1,910,73897,17694811,1.35E-05,-0.000342213,-0.093025901,0.462941618,0.263134461
deu,cym,German,Welsh,1,73897,910,17694811,0.001098901,-0.000342213,-0.093025901,0.462941618,0.263134461
lav,sqi,Latvian,Albanian,1,13573,5155,17694811,0.000193986,-0.00035336,-0.041164556,0.483582658,0.252895679
sqi,lav,Albanian,Latvian,1,5155,13573,17694811,7.37E-05,-0.00035336,-0.041164556,0.483582658,0.252895679
fra,urd,French,Urdu,1,147843,488,17694811,0.00204918,-0.000363823,-0.139890289,0.444373432,0.245259218
urd,fra,Urdu,French,1,488,147843,17694811,6.76E-06,-0.000363823,-0.139890289,0.444373432,0.245259218
cat,slv,Catalan,Slovenian,1,32376,2230,17694811,0.00044843,-0.000362861,-0.065288853,0.47397221,0.245085644
slv,cat,Slovenian,Catalan,1,2230,32376,17694811,3.09E-05,-0.000362861,-0.065288853,0.47397221,0.245085644
est,swe,Estonian,Swedish,1,2078,36604,17694811,2.73E-05,-0.000378634,-0.072438873,0.471126523,0.232633277
swe,est,Swedish,Estonian,1,36604,2078,17694811,0.000481232,-0.000378634,-0.072438873,0.471126523,0.232633277
lav,swa,Latvian,Swahili (macrolanguage),1,13573,5636,17694811,0.000177431,-0.000380157,-0.044286267,0.482338435,0.231312496
swa,lav,Swahili (macrolanguage),Latvian,1,5636,13573,17694811,7.37E-05,-0.000380157,-0.044286267,0.482338435,0.231312496
ara,mal,Arabic,Malayalam,1,366643,216,17694811,0.00462963,-0.000394667,-0.238974188,0.405562866,0.223433752
mal,ara,Malayalam,Arabic,1,216,366643,17694811,2.73E-06,-0.000394667,-0.238974188,0.405562866,0.223433752
ita,mkd,Italian,Macedonian,1,89242,890,17694811,0.001123596,-0.000392449,-0.117236642,0.453336398,0.222785349
mkd,ita,Macedonian,Italian,1,890,89242,17694811,1.12E-05,-0.000392449,-0.117236642,0.453336398,0.222785349
ara,pan,Arabic,Panjabi,1,366643,218,17694811,0.004587156,-0.000397536,-0.240711733,0.40488934,0.221383902
pan,ara,Panjabi,Arabic,1,218,366643,17694811,2.73E-06,-0.000397536,-0.240711733,0.40488934,0.221383902
msa,mya,Malay (macrolanguage),Burmese,1,1651705,49,17694811,0.020408163,-0.000417208,-0.536189509,0.295913828,0.218633831
mya,msa,Burmese,Malay (macrolanguage),1,49,1651705,17694811,6.05E-07,-0.000417208,-0.536189509,0.295913828,0.218633831
cym,ita,Welsh,Italian,1,910,89242,17694811,1.12E-05,-0.000399335,-0.119293489,0.452521555,0.217888968
ita,cym,Italian,Welsh,1,89242,910,17694811,0.001098901,-0.000399335,-0.119293489,0.452521555,0.217888968
bod,spa,Tibetan,Spanish,1,40,2043468,17694811,4.89E-07,-0.000425663,-0.608484311,0.271433188,0.216480158
spa,bod,Spanish,Tibetan,1,2043468,40,17694811,0.025,-0.000425663,-0.608484311,0.271433188,0.216480158
nor,ron,Norwegian,Romanian,1,16500,5040,17694811,0.000198413,-0.000405949,-0.052141963,0.479208104,0.212780315
ron,nor,Romanian,Norwegian,1,5040,16500,17694811,6.06E-05,-0.000405949,-0.052141963,0.479208104,0.212780315
ell,fas,Modern Greek (1453-),Persian,1,30609,2719,17694811,0.000367782,-0.000406332,-0.071087269,0.471664382,0.212611905
fas,ell,Persian,Modern Greek (1453-),1,2719,30609,17694811,3.27E-05,-0.000406332,-0.071087269,0.471664382,0.212611905
deu,hin,German,Hindi,1,73897,1171,17694811,0.000853971,-0.0004191,-0.113926507,0.454648181,0.204485362
hin,deu,Hindi,German,1,1171,73897,17694811,1.35E-05,-0.0004191,-0.113926507,0.454648181,0.204485362
ara,hye,Arabic,Armenian,1,366643,253,17694811,0.003952569,-0.000445107,-0.269516231,0.393766303,0.19075767
hye,ara,Armenian,Arabic,1,253,366643,17694811,2.73E-06,-0.000445107,-0.269516231,0.393766303,0.19075767
nor,swa,Norwegian,Swahili (macrolanguage),1,16500,5636,17694811,0.000177431,-0.000441559,-0.056715838,0.477386122,0.190279061
swa,nor,Swahili (macrolanguage),Norwegian,1,5636,16500,17694811,6.06E-05,-0.000441559,-0.056715838,0.477386122,0.190279061
mal,nld,Malayalam,Dutch,1,216,435128,17694811,2.30E-06,-0.00045031,-0.297042926,0.383216939,0.188267409
nld,mal,Dutch,Malayalam,1,435128,216,17694811,0.00462963,-0.00045031,-0.297042926,0.383216939,0.188267409
nor,vie,Norwegian,Vietnamese,1,16500,6150,17694811,0.000162602,-0.000470321,-0.060410112,0.475914868,0.174376063
vie,nor,Vietnamese,Norwegian,1,6150,16500,17694811,6.06E-05,-0.000470321,-0.060410112,0.475914868,0.174376063
ell,heb,Modern Greek (1453-),Hebrew,1,30609,3384,17694811,0.000295508,-0.000477369,-0.083515069,0.466721271,0.170830901
heb,ell,Hebrew,Modern Greek (1453-),1,3384,30609,17694811,3.27E-05,-0.000477369,-0.083515069,0.466721271,0.170830901
hye,nld,Armenian,Dutch,1,253,435128,17694811,2.30E-06,-0.000503886,-0.332383603,0.369799889,0.160734231
nld,hye,Dutch,Armenian,1,435128,253,17694811,0.003952569,-0.000503886,-0.332383603,0.369799889,0.160734231
lav,pol,Latvian,Polish,1,13573,8207,17694811,0.000121847,-0.000502025,-0.058483224,0.476682293,0.158849424
pol,lav,Polish,Latvian,1,8207,13573,17694811,7.37E-05,-0.000502025,-0.058483224,0.476682293,0.158849424
ell,slk,Modern Greek (1453-),Slovak,1,30609,3657,17694811,0.000273448,-0.000503888,-0.088154438,0.464877253,0.158078143
slk,ell,Slovak,Modern Greek (1453-),1,3657,30609,17694811,3.27E-05,-0.000503888,-0.088154438,0.464877253,0.158078143
kat,kor,Georgian,Korean,1,416,289982,17694811,3.45E-06,-0.000534059,-0.287589896,0.386830443,0.146683599
kor,kat,Korean,Georgian,1,289982,416,17694811,0.002403846,-0.000534059,-0.287589896,0.386830443,0.146683599
fra,mkd,French,Macedonian,1,147843,890,17694811,0.001123596,-0.000563456,-0.216649315,0.414240975,0.134479212
mkd,fra,Macedonian,French,1,890,147843,17694811,6.76E-06,-0.000563456,-0.216649315,0.414240975,0.134479212
ara,gle,Arabic,Irish,1,366643,359,17694811,0.002785515,-0.000567119,-0.343395796,0.365650459,0.134433678
gle,ara,Irish,Arabic,1,359,366643,17694811,2.73E-06,-0.000567119,-0.343395796,0.365650459,0.134433678
cym,fra,Welsh,French,1,910,147843,17694811,6.76E-06,-0.000571697,-0.21981826,0.413006501,0.131523625
fra,cym,French,Welsh,1,147843,910,17694811,0.001098901,-0.000571697,-0.21981826,0.413006501,0.131523625
isl,rus,Icelandic,Russian,1,588,243159,17694811,4.11E-06,-0.000596243,-0.294013076,0.384374081,0.123759417
rus,isl,Russian,Icelandic,1,243159,588,17694811,0.00170068,-0.000596243,-0.294013076,0.384374081,0.123759417
ell,ron,Modern Greek (1453-),Romanian,1,30609,5040,17694811,0.000198413,-0.000622045,-0.108825904,0.456670645,0.114700748
ron,ell,Romanian,Modern Greek (1453-),1,5040,30609,17694811,3.27E-05,-0.000622045,-0.108825904,0.456670645,0.114700748
hun,swe,Hungarian,Swedish,1,4804,36604,17694811,2.73E-05,-0.00067479,-0.129098393,0.448640251,0.100626967
swe,hun,Swedish,Hungarian,1,36604,4804,17694811,0.00020816,-0.00067479,-0.129098393,0.448640251,0.100626967
mlt,tha,Maltese,Thai,1,1156,154171,17694811,6.49E-06,-0.000682552,-0.267999878,0.394349886,0.099285403
tha,mlt,Thai,Maltese,1,154171,1156,17694811,0.000865052,-0.000682552,-0.267999878,0.394349886,0.099285403
deu,hat,German,Haitian,1,73897,2600,17694811,0.000384615,-0.000712745,-0.193750069,0.423186059,0.092097061
